"Institution","Major","Avg Debt","Avg Payment","Salary 1 Yr","Salary 4 Yr","Projected Salary 10 Yr"
"San Francisco State University","Natural Resources Conservation and Research",16900,149,34696,56387,93455
"San Francisco State University","Ethnic, Cultural Minority, Gender, and Group Studies",18266,183,32072,48260,73635
"San Francisco State University","Communication and Media Studies",15049,145,40501,57672,82982
"San Francisco State University","Radio, Television, and Digital Communication",17157,186,31846,52237,87449
"San Francisco State University","Computer and Information Sciences, General",18857,199,49198,76423,120647
"San Francisco State University","Computer Science",18261,184,52867,102977,208138
"San Francisco State University","Teacher Education and Professional Development, Specific Levels and Methods",14514,133,40572,49217,59890
"San Francisco State University","Civil Engineering",17941,186,66762,89286,120253
"San Francisco State University","Computer Engineering",15293,146,55527,93970,162734
"San Francisco State University","Electrical, Electronics and Communications Engineering",18135,171,61766,87877,126327
"San Francisco State University","Mechanical Engineering",20363,225,69770,79981,91829
"San Francisco State University","East Asian Languages, Literatures, and Linguistics",17198,167,29272,41409,59168
"San Francisco State University","Apparel and Textiles",16709,187,29383,60278,129081
"San Francisco State University","English Language and Literature, General",18466,178,28586,52278,98549
"San Francisco State University","Rhetoric and Composition/Writing Studies",18114,177,30915,40620,53704
"San Francisco State University","Liberal Arts and Sciences, General Studies and Humanities",17423,162,34128,49182,71669
"San Francisco State University","Biology, General",17343,159,31481,59380,115819
"San Francisco State University","Biochemistry, Biophysics and Molecular Biology",16778,159,36778,65680,120623
"San Francisco State University","Cell/Cellular Biology and Anatomical Sciences",18553,201,35798,64125,118161
"San Francisco State University","Microbiological Sciences and Immunology",19330,256,51850,73604,105559
"San Francisco State University","Physiology, Pathology and Related Sciences",18008,178,34108,62221,116970
"San Francisco State University","Health and Physical Education/Fitness",17589,183,26825,50883,99864
"San Francisco State University","Philosophy",17621,167,26157,53614,114701
"San Francisco State University","Psychology, General",15526,159,30664,48599,78396
"San Francisco State University","Criminal Justice and Corrections",15539,159,39673,56243,80547
"San Francisco State University","Anthropology",17172,175,33796,50875,77659
"San Francisco State University","Economics",16068,144,46373,75235,124463
"San Francisco State University","Geography and Cartography",17084,173,30552,43058,61281
"San Francisco State University","International Relations and National Security Studies",17284,176,35977,53050,79214
"San Francisco State University","Political Science and Government",17177,172,36160,60856,104755
"San Francisco State University","Sociology",15837,159,38855,53446,74141
"San Francisco State University","Urban Studies/Affairs",18366,197,47163,66159,93696
"San Francisco State University","Design and Applied Arts",16997,159,33874,57556,100109
"San Francisco State University","Drama/Theatre Arts and Stagecraft",18216,190,21537,27006,34009
"San Francisco State University","Film/Video and Photographic Arts",17678,184,20200,39386,79696
"San Francisco State University","Fine and Studio Arts",18155,187,26502,33736,43153
"San Francisco State University","Health Services/Allied Health/Health Sciences, General",17977,193,42963,52807,65137
"San Francisco State University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",16753,161,102843,132542,171736
"San Francisco State University","Business Administration, Management and Operations",16909,159,49143,68626,96727
"San Francisco State University","Accounting and Related Services",16184,138,53974,72408,97839
"San Francisco State University","Finance and Financial Management Services",16644,160,49695,68590,95492
"San Francisco State University","Hospitality Administration/Management",17284,150,36951,51921,73662
"San Francisco State University","International Business",21052,222,50375,58508,68081
"San Francisco State University","Management Sciences and Quantitative Methods",20693,217,54092,68908,88212
"San Francisco State University","Marketing",14452,132,49469,60322,73798
"San Francisco State University","History",15827,159,31227,53086,92386
"University of San Francisco","Communication and Media Studies",20780,232,43492,61461,87723
"University of San Francisco","Public Relations, Advertising, and Applied Communication",20449,254,50454,86425,151654
"University of San Francisco","Psychology, General",21975,246,34564,53096,82825
"University of San Francisco","International Relations and National Security Studies",21703,261,40893,52401,67492
"University of San Francisco","Political Science and Government",21798,244,42597,56528,75517
"University of San Francisco","Sociology",20254,256,34063,61096,112740
"University of San Francisco","Design and Applied Arts",23543,286,45751,51544,58139
"University of San Francisco","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",24992,268,92336,127245,176860
"University of San Francisco","Business Administration, Management and Operations",21293,246,59903,91169,140807
"University of San Francisco","Finance and Financial Management Services",22258,259,62135,98950,160444
"University of San Francisco","Marketing",19617,225,49704,77629,123266
"William Jessup University","Psychology, General",21568,220,29826,43088,62952
"William Jessup University","Business Administration, Management and Operations",20548,225,44186,52269,61976
"Santa Barbara Business College-Bakersfield","Criminal Justice and Corrections",33052,380,30975,33416,36067
"Santa Clara University","Natural Resources Conservation and Research",19496,260,33884,58140,102209
"Santa Clara University","Communication and Media Studies",15894,189,52251,71818,99548
"Santa Clara University","Computer Engineering",20098,263,90384,159782,290198
"Santa Clara University","Psychology, General",16294,180,41806,58545,82764
"Simpson University","Psychology, General",16860,177,29958,42009,59471
"Saint Mary's College of California","Communication and Media Studies",18902,207,39584,59054,89282
"Saint Mary's College of California","Liberal Arts and Sciences, General Studies and Humanities",25634,286,46684,53489,61381
"Saint Mary's College of California","Business/Commerce, General",21063,246,50087,84175,144671
"Sonoma State University","Natural Resources Conservation and Research",15159,160,39756,55166,77236
"Sonoma State University","Ethnic, Cultural Minority, Gender, and Group Studies",18944,203,33936,52579,82774
"Sonoma State University","Communication and Media Studies",18092,190,39063,53663,74342
"Sonoma State University","Computer Science",19735,213,72448,129473,237965
"Sonoma State University","Education, Other",17213,182,30742,35866,41927
"Sonoma State University","English Language and Literature, General",20133,205,22625,49487,113894
